estado,nombre,periodo,partido
Jalisco,Francisco Javier Ramírez Acuña (1952),1 de marzo de 2001 - 21 de noviembre de 2006,Partido Acción Nacional
Jalisco,Gerardo Octavio Solís Gómez (1957),21 de noviembre de 2006 - 28 de febrero de 2007,Independiente
Jalisco,Emilio González Márquez (1960),1 de marzo de 2007 - 28 de febrero de 2013,Partido Acción Nacional
Jalisco,Aristóteles Sandoval Díaz (1974-2020),1 de marzo de 2013 - 5 de diciembre de 2018,Partido Revolucionario Institucional
Jalisco,Enrique Alfaro Ramírez (1973),6 de diciembre de 2018 - 5 de diciembre de 2024,Movimiento Ciudadano
Jalisco,Pablo Lemus Navarro (1969),Desde el 6 de diciembre de 2024,Movimiento Ciudadano
Estado de México,Melchor Múzquiz,2 de marzo de 1824 - 10 de noviembre de 1824,
Estado de México,Manuel Gómez Pedraza,4 de marzo de 1824 - 16 de septiembre de 1824,
Estado de México,Omar Polanco Cázares,1824 - 1824,
Estado de México,Melchor Múzquiz,17 de septiembre de 1824 - 8 de marzo de 1827,
Estado de México,Lorenzo de Zavala,8 de marzo de 1827 - 19 de abril de 1827,
Estado de México,Mariano Esteva y Ulibarri,20 de abril de 1827 - mayo de 1827,
Estado de México,Mariano Esteva y Ulibarri,Mayo de 1827 - 1827,
Estado de México,Lorenzo de Zavala,1827 - 1828,
Estado de México,Joaquín Lebrija,1828 - 1830,
Estado de México,Melchor Múzquiz,Abril de 1830 - 14 de agosto de 1832,
Estado de México,Lorenzo de Zavala,15 de agosto de 1832 - 1 de diciembre de 1833,
Estado de México,Félix María Aburto,1833 - 1834,
Estado de México,Manuel Díez de Bonilla,1834 - 1835,
Estado de México,Luis Gonzaga Vieyra,1835 - 1835,
Estado de México,Luis Madrid,1837 - 1837,
Estado de México,Manuel Rincón,1838 - 1838,
Estado de México,Mucio Barquera,1839 - 1839,
Estado de México,Mariano Paredes y Arrillaga,6 de marzo de 1843 - 1843,
Estado de México,Valentín Canalizo,1843 - 1843,
Estado de México,Nicolás Candollo,1843 - 1843,
Estado de México,Gabriel Valencia,1844 - 1844,
Estado de México,Agustín Vicente Eguía,1844 - 1844,
Estado de México,José María Icaza,1844 - 1845,
Estado de México,José Fernando Peredo,1845 - 1845,
Estado de México,Miguel González Calderón,1845 - 1845,
Estado de México,Nicolás María de Berazaluce,1846 - 1846,
Estado de México,José María Barrera,1846 - 2 de enero de 1846,
Estado de México,Nicolás Bravo,2 de enero de 1846 - 12 de junio de 1846,
Estado de México,José Gómez de la Cortina,1846 - 1846,
Estado de México,Alberto García,1874,
Estado de México,José Vicente Villada,19 de marzo de 1889 - 6 de mayo de 1895,
Estado de México,José Vicente Villada,5 de marzo de 1897 - 6 de mayo de 1904,
Estado de México,Manuel Medina Garduño,1911,
Estado de México,Francisco León de la Barra,20 de marzo de 1913 - 25 de marzo de 1913,Independiente
Estado de México,Antonio Vilchis Barbosa,25 de marzo de 1913 - 26 de mayo de 1913,
Estado de México,Francisco León de la Barra,26 de mayo de 1913 - 12 de julio de 1913,Independiente
Estado de México,José Refugio Velasco,12 de julio de 1913 - 11 de octubre de 1913,
Estado de México,Joaquín Beltrán Castañares,11 de octubre de 1913 - 12 de julio de 1914,
Estado de México,Cristóbal Solano,1914,
Estado de México,Francisco Murguía,27 de agosto de 1914 - 30 de noviembre de 1914,
Estado de México,Rafael M. Hidalgo,1914 - 1914,
Estado de México,Gustavo Baz Prada,15 de diciembre de 1914 - 14 de octubre de 1915,
Estado de México,Pascual Morales y Molina,14 de octubre de 1915 - 22 de agosto de 1916,
Estado de México,Rafael Cepeda,22 de agosto de 1916 - 15 de enero de 1917,
Estado de México,Carlos Tejada,1917 - 1917,Partido Liberal Constitucionalista
Estado de México,Agustín Millán Vivero,30 de junio de 1917 - 6 de septiembre de 1918,Partido Liberal Constitucionalista
Estado de México,Joaquín García Luna,1918 - 1919,Partido Liberal Constitucionalista
Estado de México,Agustín Millán Vivero,14 de marzo de 1919 - 11 de septiembre de 1919,Partido Liberal Constitucionalista
Estado de México,Francisco Javier Gaxiola,1919 - 1920,Partido Liberal Constitucionalista
Estado de México,Agustín Millán Vivero,8 de marzo de 1920 - 13 de mayo de 1920,Partido Laborista Mexicano
Estado de México,Darío López,1920 - 1920,Partido Laborista Mexicano
Estado de México,Abundio Gómez,1920 - 1921,Partido Laborista Mexicano
Estado de México,Manuel Campos Mena,1921 - 1921,Partido Laborista Mexicano
Estado de México,Abundio Gómez,1921 - 1925,Partido Laborista Mexicano
Estado de México,Carlos Riva Palacio,16 de septiembre de 1925 - 15 de septiembre de 1929,Partido Laborista Mexicano
Estado de México,Filiberto Gómez,1929 - 1933,Partido Nacional Revolucionario
Estado de México,José Luis Solórzano,1933 - 1935,Partido Nacional Revolucionario
Estado de México,Eucario López,1935 - 1937,Partido Nacional Revolucionario
Estado de México,Wenceslao Labra García,16 de septiembre de 1937 - 15 de septiembre de 1941,Partido Nacional Revolucionario
Estado de México,Alfredo Zárate Albarrán,16 de septiembre de 1941 - 8 de marzo de 1942,Partido de la Revolución Mexicana
Estado de México,José Luis Gutiérrez y Gutiérrez,8 de marzo - 16 de marzo de 1942,Partido de la Revolución Mexicana
Estado de México,Isidro Fabela Alfaro,16 de marzo de 1942 - 15 de septiembre de 1945,Partido de la Revolución Mexicana
Estado de México,Alfredo del Mazo Vélez,16 de septiembre de 1945 - 16 de septiembre de 1951,Partido Revolucionario Institucional
Estado de México,Salvador Sánchez Colín,16 de septiembre de 1951 - 15 de septiembre de 1957,Partido Revolucionario Institucional
Estado de México,Gustavo Baz Prada,16 de septiembre de 1957 - 15 de septiembre de 1963,Partido Revolucionario Institucional
Estado de México,Juan Fernández Albarrán,16 de septiembre de 1963 - 15 de septiembre de 1969,Partido Revolucionario Institucional
Estado de México,Carlos Hank González,16 de septiembre de 1969 - 15 de septiembre de 1975,Partido Revolucionario Institucional
Estado de México,Jorge Jiménez Cantú,16 de septiembre de 1975 - 15 de septiembre de 1981,Partido Revolucionario Institucional
Estado de México,Alfredo del Mazo González,16 de septiembre de 1981 - 21 de abril de 1986,Partido Revolucionario Institucional
Estado de México,Alfredo Baranda García,21 de abril de 1986 - 15 de septiembre de 1987,Partido Revolucionario Institucional
Estado de México,Mario Ramón Beteta,16 de septiembre de 1987 - 11 de septiembre de 1989,Partido Revolucionario Institucional
Estado de México,Ignacio Pichardo Pagaza,11 de septiembre de 1989 - 15 de septiembre de 1993,Partido Revolucionario Institucional
Estado de México,Emilio Chuayffet Chemor,16 de septiembre de 1993 - 2 de julio de 1995,Partido Revolucionario Institucional
Estado de México,César Camacho Quiroz,2 de julio de 1995 - 15 de septiembre de 1999,Partido Revolucionario Institucional
Estado de México,Arturo Montiel Rojas,16 de septiembre de 1999 - 15 de septiembre de 2005,Partido Revolucionario Institucional
Estado de México,Enrique Peña Nieto,16 de septiembre de 2005 - 15 de septiembre de 2011,Partido Revolucionario Institucional
Estado de México,Eruviel Ávila Villegas,16 de septiembre de 2011 - 15 de septiembre de 2017,Partido Revolucionario Institucional
Estado de México,Alfredo del Mazo Maza,16 de septiembre de 2017 - 15 de septiembre de 2023,Partido Revolucionario Institucional
Estado de México,Delfina Gómez Álvarez,Desde el 16 de septiembre de 2023,Movimiento de Regeneración Nacional
Michoacán,Antonio de Castro,19 de julio de 1824 - 9 de noviembre de 1827,
Michoacán,José Trinidad Salgado,9 de noviembre de 1827 - 2 de diciembre de 1828,
Michoacán,Pedro Villaseñor,2 de diciembre de 1828 - 11 de diciembre de 1828,
Michoacán,Juan Manuel González Urueña,11 de diciembre de 1828 - 18 de diciembre de 1828,
Michoacán,José Trinidad Salgado,18 de diciembre de 1828 - 12 de mayo de 1830,
Michoacán,Diego Moreno Jasso,12 de mayo de 1830 - 3 de febrero de 1831,
Michoacán,José Manuel Chávez,4 de febrero de 1831 - 17 de febrero de 1831,
Michoacán,Antonio Pérez Gil,18 de febrero de 1831 - 23 de mayo de 1831,
Michoacán,Diego Moreno Jasso,24 de mayo de 1831 - 14 de junio de 1831,
Michoacán,Juan Manuel González Urueña,15 de junio de 1831 - 2 de octubre de 1831,
Michoacán,Diego Moreno Jasso,3 de octubre de 1831 - 14 de enero de 1833,
Michoacán,Mariano Amezcua,14 de enero de 1833 - 17 de enero de 1833,
Michoacán,José Trinidad Salgado,17 de enero de 1833 - 1833,
Michoacán,José M. Sánchez Arriola,1833 - 1833,
Michoacán,José Ramón Sánchez,1833 - 1833,
Michoacán,José Trinidad Salgado,1833 - 6 de octubre de 1833,
Michoacán,Felipe Menocal,6 de octubre de 1833 - 18 de octubre de 1833,
Michoacán,Joaquín Caballero de Acuña,19 de octubre de 1833 - 4 de noviembre de 1833,
Michoacán,Antonio Bribiesca,5 de noviembre de 1833 - 8 de noviembre de 1833,
Michoacán,Mariano Ruiz de Chávez y Gil de Hoyos,9 de noviembre de 1833 - 19 de noviembre de 1833,
Michoacán,Onofre Calvo Pintado,19 de noviembre de 1833 - 12 de junio de 1834,Partido Liberal
Michoacán,José M. Silva,12 de junio de 1834 - 22 de julio de 1834,
Michoacán,Antonio Manzo Ceballos,22 de julio de 1834 - 1 de mayo de 1835,
Michoacán,José Mariano de Anzorena,1 de mayo de 1835 - 9 de octubre de 1835,
Michoacán,Antonio T. Méndez de Torres,9 de octubre de 1835 - 24 de abril de 1836,
Michoacán,José Ignacio Álvarez,24 de abril de 1836 - 30 de diciembre de 1836,
Michoacán,José Ignacio Álvarez,30 de diciembre de 1836 - 1837,
Michoacán,Onofre Calvo Pintado,1837 - 1837,
Michoacán,Vicente Sosa,1837 - 1837,
Michoacán,José Ignacio Álvarez,1837 - febrero de 1842,
Michoacán,Juan Manuel Olmos,Febrero de 1842 - 6 de marzo de 1844,
Michoacán,José de Ugarte,6 de marzo de 1844 - 22 de agosto de 1846,
Michoacán,José de Ugarte,22 de agosto de 1846 - 5 de septiembre de 1846,
Michoacán,Melchor Ocampo,5 de septiembre de 1846 - 27 de enero de 1847,Partido Liberal
Michoacán,José Joaquín Ortiz de Ayala y Ruiz de Chávez,27 de enero de 1847 - 22 de marzo de 1847,
Michoacán,Melchor Ocampo,22 de marzo de 1847 - 4 de noviembre de 1847,Partido Liberal
Michoacán,José Joaquín Ortiz de Ayala y Ruiz de Chávez,4 de noviembre de 1847 - 16 de diciembre de 1847,
Michoacán,Melchor Ocampo,16 de diciembre de 1847 - 12 de marzo de 1848,Partido Liberal
Michoacán,José M. Silva,13 de marzo de 1848 - 27 de marzo de 1848,
Michoacán,José Santos Degollado,27 de marzo de 1848 - 6 de julio de 1848,Partido Liberal
Michoacán,José Buenaventura Ortiz de Ayala y Ruiz de Chávez,? - ?,
Michoacán,Juan B. Ceballos,6 de julio de 1848 - mayo de 1852,Partido Liberal
Michoacán,Gregorio Ceballos,19 de mayo de 1851 - 3 de marzo de 1852,
Michoacán,Melchor Ocampo,3 de marzo de 1852 - 24 de enero de 1853,Partido Liberal
Michoacán,Francisco Silva,24 de enero de 1853 - 31 de enero de 1853,
Michoacán,José de Ugarte,31 de enero de 1853 - 1 de junio de 1854,
Michoacán,Anastasio Torrejón,1 de junio de 1854 - 24 de noviembre de 1854,
Michoacán,Domingo Echegaray,24 de noviembre de 1854,
Michoacán,Manuel Noriega,1854 - 1855,
Michoacán,Pánfilo Galindo,1855 - 1855,
Michoacán,Gregorio Ceballos,26 de agosto de 1855 - 11 de noviembre de 1855,
Michoacán,José M. Manzo,11 de noviembre de 1855 - enero de 1856,
Michoacán,Miguel Silva Macías,Enero de 1856 - 1 de julio de 1857,
Michoacán,José Santos Degollado,1 de julio de 1857 - 16 de diciembre de 1858,Partido Liberal
Michoacán,Epitacio Huerta,16 de diciembre de 1858 - 15 de febrero de 1862,Partido Liberal
Michoacán,Antonio Huerta,15 de febrero de 1862 - 9 de febrero de 1863,
Michoacán,Santiago Tapia,9 de febrero de 1863 - 17 de julio de 1863,Militar
Michoacán,Luis Couto,17 de julio de 1863 - 17 de septiembre de 1863,Partido Liberal
Michoacán,José López Uraga,17 de septiembre de 1863 - noviembre de 1863,
Michoacán,Felipe Berriozábal,Noviembre de 1863 - 31 de marzo de 1864,
Michoacán,Juan Camaño,31 de marzo de 1864 - octubre de 1864,
Michoacán,Felipe Berriozábal,Octubre de 1864 - 15 de octubre de 1864,
Michoacán,Carlos Salazar Ruiz,15 de octubre de 1864 - 20 de mayo de 1865,
Michoacán,Vicente Riva Palacio,20 de mayo de 1865-1866,
Michoacán,Carlos Salazar Ruiz,1866 - febrero de 1866,
Michoacán,Nicolás de Régules Cano,Febrero de 1866 - 1867,
Michoacán,Justo Mendoza,1867 - 18 de febrero de 1867,Partido Liberal
Michoacán,Justo Mendoza,18 de febrero de 1867 - 1 de septiembre de 1871,Partido Liberal
Michoacán,Rafael Carrillo,1 de septiembre de 1871 - 23 de noviembre de 1876,Partido Liberal
Michoacán,Manuel G. Lama,23 de noviembre de 1876 - 30 de noviembre de 1876,Partido Liberal
Michoacán,Epitacio Huerta,1 de diciembre de 1876 - 4 de diciembre de 1876,Partido Liberal
Michoacán,Luis Couto,4 de diciembre de 1876 - 16 de diciembre de 1876,Partido Liberal
Michoacán,Manuel G. Lama,16 de diciembre de 1876 - 25 de diciembre de 1876,Partido Liberal
Michoacán,Felipe N. Chacón,25 de diciembre de 1876 - 15 de febrero de 1877,Militar
Michoacán,Manuel González Flores,15 de febrero de 1877 - 30 de junio de 1877,
Michoacán,Bruno Patiño,30 de junio de 1877 - 5 de noviembre de 1878,
Michoacán,Manuel Montaño,5 de noviembre de 1878 - 16 de mayo de 1879,
Michoacán,Octaviano Fernández,16 de mayo de 1879 - 15 de septiembre de 1881,
Michoacán,Prudencio Dorantes,16 de septiembre de 1881 - 17 de abril de 1885,
Michoacán,Francisco Pérez Gil Loaiza,17 de abril de 1885 - 1 de mayo de 1885,
Michoacán,Prudencio Dorantes,1 de mayo de 1885 - 15 de septiembre de 1885,
Michoacán,Mariano Jiménez,16 de septiembre de 1885 - 1891,Militar
Michoacán,Epifanio Reyes,? - ?,
Michoacán,Ángel Padilla,? - ?,
Michoacán,Mariano Jiménez,1891 - 28 de febrero de 1892,Militar
Michoacán,Aristeo Mercado,28 de febrero de 1892 - 13 de mayo de 1911,
Michoacán,Felipe de Jesús Tena,13 de mayo de 1911 - 18 de mayo de 1911,
Michoacán,Miguel Silva González,18 de mayo de 1911 - 13 de septiembre de 1911,
Michoacán,Primitivo Ortiz y Rodriguez,13 de septiembre de 1911 - abril de 1912,
Michoacán,Vicente Maciel,1912 - 1912,
Michoacán,Dr. Ángel Carreón y Ochoa Garibay,1912 - 16 de septiembre de 1912,
Michoacán,Miguel Silva González,16 de septiembre de 1912 - mayo de 1913,
Michoacán,Alberto Dorantes,Mayo de 1913 - junio de 1913,
Michoacán,Alberto Yarza,9 de junio de 1913 - 30 de julio de 1913,
Michoacán,Jesús Garza González,30 de julio de 1913 - 31 de julio de 1914,
Michoacán,Francisco Ortiz Rubio,31 de julio de 1914 - agosto de 1914,
Michoacán,Gertrudis Sánchez,Agosto de 1914 - 2 de marzo de 1915,Militar
Michoacán,José Isabel Robles,3 de marzo de 1915 - 5 de abril de 1915,Militar
Michoacán,Alfredo Elizondo,26 de abril de 1915 - 18 de febrero de 1917,Militar
Michoacán,José Rentería Luviano,18 de febrero de 1917 - 6 de agosto de 1917,Militar
Michoacán,Pascual Ortiz Rubio,6 de agosto de 1917 - 7 de febrero de 1918,Militar
Michoacán,Porfirio García de León,7 de febrero de 1918 - 13 de marzo de 1918,
Michoacán,Pascual Ortiz Rubio,13 de marzo de 1918 - 23 de abril de 1919,Militar
Michoacán,Primo Serranía Mercado,23 de abril de 1919 - 4 de julio de 1919,
Michoacán,Francisco Ortiz Rubio,4 de julio de 1919 - 8 de agosto de 1919,
Michoacán,Primo Serranía Mercado,8 de agosto de 1919 - 30 de abril de 1920,
Michoacán,Pascual Ortiz Rubio,30 de abril de 1920 - 5 de julio de 1920,Militar
Michoacán,Rafael Álvarez,5 de julio de 1920 - 14 de julio de 1920,
Michoacán,José Huerta Patiño,15 de julio de 1920 - 21 de julio de 1920,
Michoacán,Lázaro Cárdenas,3 de agosto de 1920 - 20 de septiembre de 1920,
Michoacán,Francisco J. Múgica,22 de septiembre de 1920 - 9 de marzo de 1922,Militar
Michoacán,Sidronio Sánchez Pineda,9 de marzo de 1922 - 24 de enero de 1924,
Michoacán,Ponciano Pulido,25 de enero de 1924 - 23 de febrero de 1924,
Michoacán,Silvestre Guerrero,24 de febrero de 1924 - 15 de septiembre de 1924,
Michoacán,Enrique Ramírez Aviña,16 de septiembre de 1924 - 30 de marzo de 1928,
Michoacán,Luis Méndez Villegas,31 de marzo de 1928 - 15 de septiembre de 1928,
Michoacán,Lázaro Cárdenas,16 de septiembre de 1928 - 15 de septiembre de 1932,
Michoacán,Benigno Serrato,16 de septiembre de 1932 - 3 de diciembre de 1934,Partido Nacional Revolucionario
Michoacán,Rafael Sánchez Tapia,3 de diciembre de 1934 - 18 de enero de 1935,Partido Nacional Revolucionario
Michoacán,Rafael Ordorica,18 de enero de 1935 - 15 de septiembre de 1936,Partido de la Revolución Mexicana
Michoacán,Gildardo Magaña Cerda,16 de septiembre de 1936 - 1 de julio de 1939,Partido de la Revolución Mexicana
Michoacán,Arnulfo Ávila,1 de julio de 1939 - 31 de octubre de 1939,Partido de la Revolución Mexicana
Michoacán,Gildardo Magaña Cerda,31 de octubre de 1939 - 13 de diciembre de 1939,Partido de la Revolución Mexicana
Michoacán,Conrado Magaña,13 de diciembre de 1939 - 15 de septiembre de 1940,Partido de la Revolución Mexicana
Michoacán,Félix Ireta Viveros,16 de septiembre de 1940 - 14 de septiembre de 1944,Partido de la Revolución Mexicana
Michoacán,José María Mendoza Pardo,15 de septiembre de 1944 - 14 de septiembre de 1949,Partido de la Revolución Mexicana
Michoacán,Daniel Torres Rentería,15 de septiembre de 1949 - 14 de septiembre de 1950,Partido Revolucionario Institucional
Michoacán,Dámaso Cárdenas del Río,15 de septiembre de 1950 - 14 de septiembre de 1956,Partido Revolucionario Institucional
Michoacán,David Franco Rodríguez,15 de septiembre de 1956 - 14 de septiembre de 1962,Partido Revolucionario Institucional
Michoacán,Agustín Arriaga Rivera,15 de septiembre de 1962 - 14 de septiembre de 1968,Partido Revolucionario Institucional
Michoacán,Carlos Gálvez Betancourt,15 de septiembre de 1968 - 30 de noviembre de 1970,Partido Revolucionario Institucional
Michoacán,Servando Chávez Hernández,1 de diciembre de 1970 - 14 de febrero de 1974,Partido Revolucionario Institucional
Michoacán,Carlos Torres Manzo,15 de septiembre de 1974 - 14 de septiembre de 1980,Partido Revolucionario Institucional
Michoacán,Cuauhtémoc Cárdenas,15 de septiembre de 1980 - 14 de septiembre de 1986,Partido Revolucionario Institucional
Michoacán,Luis Martínez Villicaña,15 de septiembre de 1986 - 3 de diciembre de 1988,Partido Revolucionario Institucional
Michoacán,Genovevo Figueroa Zamudio,3 de diciembre de 1988 - 14 de septiembre de 1992,Partido Revolucionario Institucional
Michoacán,Eduardo Villaseñor Peña,15 de septiembre de 1992 - 6 de octubre de 1992,Partido Revolucionario Institucional
Michoacán,Ausencio Chávez Hernández,6 de octubre de 1992 - 14 de febrero de 1996,Partido Revolucionario Institucional
Michoacán,Víctor Manuel Tinoco Rubí,15 de febrero de 1996 - 14 de febrero de 2002,Partido Revolucionario Institucional
Michoacán,Lázaro Cárdenas Batel,15 de febrero de 2002 - 14 de febrero de 2008,Partido de la Revolución Democrática
Michoacán,Leonel Godoy Rangel,15 de febrero de 2008 - 14 de febrero de 2012,Partido de la Revolución Democrática
Michoacán,Fausto Vallejo Figueroa,15 de febrero de 2012 - 22 de abril de 2013,Partido Revolucionario Institucional
Michoacán,José Jesús Reyna García,22 de abril de 2013 - 23 de octubre de 2013,Partido Revolucionario Institucional
Michoacán,Fausto Vallejo Figueroa,23 de octubre de 2013 - 20 de junio de 2014,Partido Revolucionario Institucional
Michoacán,Salvador Jara Guerrero,20 de junio de 2014 - 30 de septiembre de 2015,Partido Revolucionario Institucional
Michoacán,Silvano Aureoles Conejo,1 de octubre de 2015 - 30 de septiembre de 2021,Partido de la Revolución Democrática
Michoacán,Alfredo Ramírez Bedolla,Desde el 1 de octubre de 2021,Movimiento de Regeneración Nacional
Morelos,Pedro Sáinz de Baranda,29 de abril de 1869 - 14 de agosto de 1869,
Morelos,Francisco Leyva Arciniegas,15 de agosto de 1869 - 30 de septiembre de 1873,
Morelos,Francisco Leyva Arciniegas,1 de octubre de 1873 - 23 de noviembre de 1876,
Morelos,Luis Flores y Caso,1875 - 1876,
Morelos,Vicente Llamas,1876 - 1876,
Morelos,Inocencio Guerra,23 de noviembre de 1876 - 28 de noviembre de 1876,
Morelos,Carlos Pacheco Villalobos,28 de noviembre de 1876 - 16 de febrero de 1877,
Morelos,Jesús Alfaro,17 de febrero de 1877 - 4 de mayo de 1877,
Morelos,Carlos Pacheco Villalobos,5 de mayo de 1877 - 10 de noviembre de 1879,
Morelos,José Agustín Rego,3 de abril de 1878 - 14 de mayo de 1878,
Morelos,José Anastasio Rego,24 de septiembre de 1878 - 20 de octubre de 1878,
Morelos,José Anastasio Rego,11 de noviembre de 1878 - 24 de noviembre de 1879,
Morelos,Carlos Quaglia Zimbrón,25 de noviembre de 1879 - 21 de abril de 1880,
Morelos,José Anastasio Rego,22 de abril de 1880 - 30 de septiembre de 1880,
Morelos,Carlos Quaglia Zimbrón,1 de octubre de 1880 - 30 de septiembre de 1884,
Morelos,Luis Flores y Caso,1 de octubre de 1884 - 13 de marzo de 1885,
Morelos,Antonio Tovar,14 de marzo de 1885 - 24 de mayo de 1885,Militar
Morelos,Jesús H. Preciado,25 de mayo de 1885 - 30 de septiembre de 1888,Militar
Morelos,Cristóbal Sarmina,1 de octubre de 1888 - 30 de noviembre de 1888,
Morelos,Jesús H. Preciado,1 de diciembre de 1888 - 30 de noviembre de 1892,
Morelos,Jesús H. Preciado,1 de diciembre de 1892 - 6 de diciembre de 1894,
Morelos,Francisco Orvañanos,1894 - 1894,
Morelos,Manuel Alarcón,6 de diciembre de 1894 - 15 de diciembre de 1894,Militar
Morelos,Francisco Segura,16 de diciembre de 1894 - 4 de febrero de 1895,
Morelos,Manuel Alarcón,5 de febrero de 1895 - 30 de noviembre de 1896,
Morelos,Manuel Alarcón,1 de diciembre de 1896 - 30 de noviembre de 1900,
Morelos,Manuel Alarcón,1 de diciembre de 1900 - 30 de noviembre de 1904,
Morelos,Manuel Alarcón,1 de diciembre de 1904 - 30 de noviembre de 1908,
Morelos,Manuel Alarcón,1 de diciembre de 1908 - 15 de diciembre de 1908,
Morelos,Francisco Leyva Arciniegas,8 de mayo de 1911 - 1 de junio de 1911,
Morelos,Juan Nepomuceno Carreón,2 de junio de 1911 - 4 de octubre de 1911,
Morelos,Ambrosio Figueroa,5 de octubre de 1911 - 20 de enero de 1912,
Morelos,Francisco Naranjo,20 de enero de 1912 - 4 de agosto de 1912,
Morelos,Aniceto Villamar Velázquez,5 de agosto de 1912 - 30 de noviembre de 1912,
Morelos,Patricio Leyva Ochoa,1 de diciembre de 1912 - 7 de abril de 1913,
Morelos,Francisco Sánchez,8 de abril de 1913 - 11 de abril de 1913,
Morelos,Benito Tajonar,12 de abril de 1913 - 17 de abril de 1913,
Morelos,Juvencio Robles,17 de abril de 1913 - 3 de septiembre de 1913,Militar
Morelos,Julián J. Arreola,4 de septiembre de 1913 - 1 de octubre de 1913,
Morelos,Adolfo Jiménez Castro,2 de octubre de 1913 - 10 de mayo de 1914,Militar
Morelos,Agustín Bretón y Trillanes,11 de mayo de 1914 - 15 de mayo de 1914,Militar
Morelos,Gregorio G. Mejía,16 de mayo de 1914 - 24 de mayo de 1914,Militar
Morelos,Francisco Romero,25 de mayo de 1914 - 19 de junio de 1914,
Morelos,Dionisio Carreón,5 de febrero de 1917 - enero de 1919,Militar
Morelos,José Aguilar y Maya,Enero de 1919 - 17 de julio de 1919,Militar
Morelos,Benito Tajonar,18 de junio de 1919 - 6 de enero de 1920,
Morelos,Juan María Rodríguez,7 de enero de 1920 - 23 de abril de 1920,
Morelos,Luis Flores Martínez,24 de abril de 1920 - 9 de julio de 1920,
Morelos,José G. Parres Guerrero,10 de julio de 1930 - 13 de diciembre de 1923,
Morelos,Joaquín Páez López,14 de diciembre de 1923 - 21 de diciembre de 1923,
Morelos,Alfredo Ortega Martínez,22 de diciembre de 1923 - 22 de septiembre de 1924,
Morelos,Amílcar Magaña,1924 - 1924,
Morelos,Ismael Velasco,23 de septiembre de 1924 - 7 de septiembre de 1925,Militar
Morelos,Octavio Paz Solórzano,8 de septiembre de 1925 - 9 de octubre de 1925,
Morelos,Joaquín Rojas Hidalgo,10 de octubre de 1925 - 18 de febrero de 1926,
Morelos,Álvaro L. Alcázar,17 de febrero de 1926 - 24 de febrero de 1926,
Morelos,Valentín del Llano,25 de febrero de 1926 - 12 de junio de 1926,
Morelos,Heraclio Rodríguez,13 de junio de 1926 - 30 de agosto de 1926,
Morelos,Alfonso María Figueroa Pedroza,31 de agosto de 1926 - 15 de marzo de 1927,
Morelos,Ambrosio Puente,16 de marzo de 1927 - 5 de noviembre de 1930,
Morelos,Carlos Lavín,6 de marzo de 1930 - 17 de mayo de 1930,Partido Nacional Revolucionario
Morelos,Vicente Estrada Cajigal,18 de mayo de 1930 - 22 de enero de 1932,Partido Nacional Revolucionario
Morelos,José Urban Aguirre,22 de enero de 1932 - 26 de agosto de 1932,Partido Nacional Revolucionario
Morelos,Vicente Estrada Cajigal,26 de agosto de 1932 - 17 de mayo de 1934,Partido Nacional Revolucionario
Morelos,José Refugio Bustamante Alarcón,18 de mayo de 1934 - 6 de mayo de 1938,Partido Nacional Revolucionario
Morelos,Alfonso T. Sámano,6 de mayo de 1938 - 17 de mayo de 1938,Partido de la Revolución Mexicana
Morelos,Elpidio Perdomo García,18 de mayo de 1938 - 17 de mayo de 1942,Partido de la Revolución Mexicana
Morelos,Jesús Castillo López,18 de mayo de 1942 - 17 de mayo de 1946,Partido de la Revolución Mexicana
Morelos,Ernesto Escobar Muñoz,18 de mayo de 1946 - 17 de mayo de 1952,Partido Revolucionario Institucional
Morelos,Rodolfo López de Nava,18 de mayo de 1952 - 17 de mayo de 1958,Partido Revolucionario Institucional
Morelos,Norberto López Avelar,18 de mayo de 1958 - 17 de mayo de 1964,Partido Revolucionario Institucional
Morelos,Emilio Riva Palacio Morales,18 de mayo de 1964 - 17 de mayo de 1970,Partido Revolucionario Institucional
Morelos,Felipe Rivera Crespo,18 de mayo de 1970 - 17 de mayo de 1976,Partido Revolucionario Institucional
Morelos,Armando León Bejarano,18 de mayo de 1976 - 17 de mayo de 1982,Partido Revolucionario Institucional
Morelos,Lauro Ortega Martínez,18 de mayo de 1982 - 17 de mayo de 1988,Partido Revolucionario Institucional
Morelos,Antonio Riva Palacio López,18 de mayo de 1988 - 17 de mayo de 1994,Partido Revolucionario Institucional
Morelos,Jorge Carrillo Olea,18 de mayo de 1994 - 19 de mayo de 1998,Partido Revolucionario Institucional
Morelos,Jorge Morales Barud,19 de mayo de 1998 - 18 de mayo de 2000,Partido Revolucionario Institucional
Morelos,Jorge Arturo García Rubí,18 de mayo de 2000 - 30 de septiembre de 2000,Partido Revolucionario Institucional
Morelos,Sergio Alberto Estrada Cajigal Ramírez,1 de octubre de 2000 - 30 de septiembre de 2006,Partido Acción Nacional
Morelos,Marco Antonio Adame Castillo,1 de octubre de 2006 - 30 de septiembre de 2012,Partido Acción Nacional
Morelos,Graco Luis Ramírez Abreu,1 de octubre de 2012 - 30 de septiembre de 2018,Partido de la Revolución Democrática
Morelos,Cuauhtémoc Blanco Bravo,1 de octubre de 2018 - 16 de diciembre de 2021,Partido Encuentro Social
